Date,Open,High,Low,Close,Volume,SMA_20,SMA_50,EMA_20,EMA_50,RSI,MACD,MACD_signal,MACD_diff,ATR,BB_upper,BB_lower,BB_mavg,BB_width,CCI,ADX,ADX_pos,ADX_neg,OBV,Chaikin_AO,KST,KST_signal,Williams_R,Ultimate_Oscillator,TRIX,ROC,CMF,Vortex_Pos,Vortex_Neg,Force_Index,Price_Change,Cumulative_Returns,Trend,Signal,Close_t-1,Close_t-2,Close_t-3,Close_t-4,Close_t-5,Close_t-6,Close_t-7,Close_t-8,Close_t-9,Close_t-10,Close_t-11,Close_t-12,Close_t-13,Close_t-14,Close_t-15,Close_t-16,Close_t-17,Close_t-18,Close_t-19,Close_t-20,Close_t-21,Close_t-22,Close_t-23,Close_t-24,Close_t-25,Close_t-26,Close_t-27,Close_t-28,Close_t-29,Close_t-30,Close_t-31,Close_t-32,Close_t-33,Close_t-34,Close_t-35,Close_t-36,Close_t-37,Close_t-38,Close_t-39,Close_t-40,Close_t-41,Close_t-42,Close_t-43,Close_t-44,Close_t-45,Close_t-46,Close_t-47,Close_t-48,Close_t-49,Close_t-50,Close_t-51,Close_t-52,Close_t-53,Close_t-54,Close_t-55,Close_t-56,Close_t-57,Close_t-58,Close_t-59,target,Rolling_Mean,Rolling_std
1986-06-06,0.072901040315628,0.072901040315628,0.0718368630276182,0.072901040315628,3427200.0,0.06944207139313216,0.06587147094309324,0.06995549770960752,0.06686046023356385,65.20407177600299,0.001903336434104938,0.001637137520231075,0.00026619891387386313,0.0017984981941374253,0.0746505655968507,0.06423357718941362,0.06944207139313216,15.000975919141887,95.67261661781993,31.316740333979542,36.98412583565415,13.498254791740788,1550620800.0,10014369.511385024,86.89407887645831,27.07394165967074,-27.775908110349366,59.57213578235933,0.343715428911526,8.730523851877958,0.01357824599571479,1.1304485409409606,0.8695559226139636,9746.289589674181,0.0,0.2232210694401442,0,0,0.072901040315628,0.0718369260430336,0.0723689571022987,0.0723689571022987,0.0744972974061966,0.0718369260430336,0.0702399909496307,0.0681116208434104,0.065983273088932,0.065983273088932,0.065983273088932,0.0670474469661712,0.0675795525312423,0.068643718957901,0.0681116208434104,0.0681116208434104,0.068643718957901,0.0681116208434104,0.0675795525312423,0.0681116208434104,0.0675795525312423,0.0675795525312423,0.0670474469661712,0.0675795525312423,0.0675795525312423,0.068643718957901,0.0702399909496307,0.0723689571022987,0.0718369260430336,0.0675795525312423,0.0614599473774433,0.061193861067295,0.0622586570680141,0.0622586570680141,0.064387060701847,0.0638549104332923,0.0617259331047534,0.0617259331047534,0.061193861067295,0.0601296983659267,0.0595976002514362,0.0585334375500679,0.0580013506114482,0.0590655207633972,0.0590655207633972,0.0585334375500679,0.0580013506114482,0.0585334375500679,0.0590655207633972,0.0580013506114482,0.0564050674438476,0.0553408861160278,0.0569371841847896,0.0585334375500679,0.0601296983659267,0.061193861067295,0.0627907514572143,0.0617259331047534,0.0595976002514362,0.0697079002857208,0.06944207139313216,0.0026719011499881117
1986-06-09,0.0729010443367491,0.0729010443367491,0.0697079002857208,0.0697079002857208,12672000.0,0.0695484887808561,0.06608431853353972,0.06993191700257068,0.06697212454933471,51.96662179295991,0.001650449719745789,0.0016397999601340178,1.0649759611771215e-05,0.0019057786446674925,0.07468691761916627,0.06441005994254592,0.0695484887808561,14.776536279605187,36.12155772079621,30.80295679309506,32.53821891100377,19.890447590756917,1537948800.0,5746144.601841807,84.267908540848,39.69261911916247,-61.113459669145094,49.25826999757072,0.3449999419007206,5.644805148978839,-0.009443914124600494,1.0816244320172441,0.8163273105306401,2573.4667255801523,-0.043801021440604604,0.1696427371509972,-1,0,0.072901040315628,0.072901040315628,0.0718369260430336,0.0723689571022987,0.0723689571022987,0.0744972974061966,0.0718369260430336,0.0702399909496307,0.0681116208434104,0.065983273088932,0.065983273088932,0.065983273088932,0.0670474469661712,0.0675795525312423,0.068643718957901,0.0681116208434104,0.0681116208434104,0.068643718957901,0.0681116208434104,0.0675795525312423,0.0681116208434104,0.0675795525312423,0.0675795525312423,0.0670474469661712,0.0675795525312423,0.0675795525312423,0.068643718957901,0.0702399909496307,0.0723689571022987,0.0718369260430336,0.0675795525312423,0.0614599473774433,0.061193861067295,0.0622586570680141,0.0622586570680141,0.064387060701847,0.0638549104332923,0.0617259331047534,0.0617259331047534,0.061193861067295,0.0601296983659267,0.0595976002514362,0.0585334375500679,0.0580013506114482,0.0590655207633972,0.0590655207633972,0.0585334375500679,0.0580013506114482,0.0585334375500679,0.0590655207633972,0.0580013506114482,0.0564050674438476,0.0553408861160278,0.0569371841847896,0.0585334375500679,0.0601296983659267,0.061193861067295,0.0627907514572143,0.0617259331047534,0.0697079002857208,0.0695484887808561,0.0026359583759181494
1986-06-10,0.0697079002857208,0.0697079002857208,0.0686437229390124,0.0697079002857208,3427200.0,0.0696283027529716,0.06630780778825278,0.06991058207715639,0.06707940987233024,51.96662179295991,0.0014335105592678532,0.001598542079960785,-0.00016503152069293186,0.0018410400832860236,0.07472439285788958,0.06453221264805363,0.0696283027529716,14.637984564977732,-9.186789051379828,29.65174937983317,31.192437562971392,23.203780189767816,1541376000.0,4568148.538679421,81.81509385972542,50.73691571806584,-61.113459669145094,48.52482980359048,0.33793586427497235,5.644805148978839,0.0209196358438349,1.0612199678863632,0.8979738998640412,2205.8286219258453,0.0,0.1696427371509972,0,0,0.0697079002857208,0.072901040315628,0.072901040315628,0.0718369260430336,0.0723689571022987,0.0723689571022987,0.0744972974061966,0.0718369260430336,0.0702399909496307,0.0681116208434104,0.065983273088932,0.065983273088932,0.065983273088932,0.0670474469661712,0.0675795525312423,0.068643718957901,0.0681116208434104,0.0681116208434104,0.068643718957901,0.0681116208434104,0.0675795525312423,0.0681116208434104,0.0675795525312423,0.0675795525312423,0.0670474469661712,0.0675795525312423,0.0675795525312423,0.068643718957901,0.0702399909496307,0.0723689571022987,0.0718369260430336,0.0675795525312423,0.0614599473774433,0.061193861067295,0.0622586570680141,0.0622586570680141,0.064387060701847,0.0638549104332923,0.0617259331047534,0.0617259331047534,0.061193861067295,0.0601296983659267,0.0595976002514362,0.0585334375500679,0.0580013506114482,0.0590655207633972,0.0590655207633972,0.0585334375500679,0.0580013506114482,0.0585334375500679,0.0590655207633972,0.0580013506114482,0.0564050674438476,0.0553408861160278,0.0569371841847896,0.0585334375500679,0.0601296983659267,0.061193861067295,0.0627907514572143,0.0697079002857208,0.0696283027529716,0.0026142390639606037
1986-06-11,0.0697079002857208,0.0697079002857208,0.0686437229390124,0.0697079002857208,2304000.0,0.0696815118193626,0.06654193878173822,0.06989127904940062,0.06718248792775733,51.96662179295991,0.0012472076778761165,0.0015282751995438514,-0.0002810675216677349,0.001781281411241591,0.07475755315508859,0.0646054704836366,0.0696815118193626,14.569262931277272,-10.439046785589047,28.582771067518557,29.862323141487103,22.214319760423237,1543680000.0,4404045.736596644,79.51052950508239,59.993791748843606,-61.113459669145094,58.51917678778657,0.32497094950954414,5.644805148978839,0.029209572546586484,1.083325981807367,0.8958487397027842,1890.7102473650104,0.0,0.1696427371509972,0,0,0.0697079002857208,0.0697079002857208,0.072901040315628,0.072901040315628,0.0718369260430336,0.0723689571022987,0.0723689571022987,0.0744972974061966,0.0718369260430336,0.0702399909496307,0.0681116208434104,0.065983273088932,0.065983273088932,0.065983273088932,0.0670474469661712,0.0675795525312423,0.068643718957901,0.0681116208434104,0.0681116208434104,0.068643718957901,0.0681116208434104,0.0675795525312423,0.0681116208434104,0.0675795525312423,0.0675795525312423,0.0670474469661712,0.0675795525312423,0.0675795525312423,0.068643718957901,0.0702399909496307,0.0723689571022987,0.0718369260430336,0.0675795525312423,0.0614599473774433,0.061193861067295,0.0622586570680141,0.0622586570680141,0.064387060701847,0.0638549104332923,0.0617259331047534,0.0617259331047534,0.061193861067295,0.0601296983659267,0.0595976002514362,0.0585334375500679,0.0580013506114482,0.0590655207633972,0.0590655207633972,0.0585334375500679,0.0580013506114482,0.0585334375500679,0.0590655207633972,0.0580013506114482,0.0564050674438476,0.0553408861160278,0.0569371841847896,0.0585334375500679,0.0601296983659267,0.061193861067295,0.0670474469661712,0.0696815118193626,0.0026039542623721417
1986-06-12,0.0697078899380159,0.0697078899380159,0.0665153583718023,0.0670474469661712,13708800.0,0.06962830312550064,0.0667122189700603,0.06962043789861687,0.06717719220377355,42.90287541412344,0.0008748007945666436,0.00139758031854841,-0.0005227795239817663,0.0018898399114475072,0.07479063002104662,0.06446597622995466,0.06962830312550064,14.828242722621605,-59.74286340916338,26.72029732473576,26.246418136402244,27.596882787298384,1529971200.0,1028617.7051448822,75.86109825939151,67.05336157046662,-88.88956684877034,49.08836326197245,0.30033816334047087,-1.5623969361788508,0.02933009202600978,1.0000015084160625,0.8679415066994219,-3589.622997550217,-0.03816573600187145,0.12500246122838599,-1,0,0.0697079002857208,0.0697079002857208,0.0697079002857208,0.072901040315628,0.072901040315628,0.0718369260430336,0.0723689571022987,0.0723689571022987,0.0744972974061966,0.0718369260430336,0.0702399909496307,0.0681116208434104,0.065983273088932,0.065983273088932,0.065983273088932,0.0670474469661712,0.0675795525312423,0.068643718957901,0.0681116208434104,0.0681116208434104,0.068643718957901,0.0681116208434104,0.0675795525312423,0.0681116208434104,0.0675795525312423,0.0675795525312423,0.0670474469661712,0.0675795525312423,0.0675795525312423,0.068643718957901,0.0702399909496307,0.0723689571022987,0.0718369260430336,0.0675795525312423,0.0614599473774433,0.061193861067295,0.0622586570680141,0.0622586570680141,0.064387060701847,0.0638549104332923,0.0617259331047534,0.0617259331047534,0.061193861067295,0.0601296983659267,0.0595976002514362,0.0585334375500679,0.0580013506114482,0.0590655207633972,0.0590655207633972,0.0585334375500679,0.0580013506114482,0.0585334375500679,0.0590655207633972,0.0580013506114482,0.0564050674438476,0.0553408861160278,0.0569371841847896,0.0585334375500679,0.0601296983659267,0.0670474469661712,0.06962830312550064,0.0026482178206085664
1986-06-13,0.0670474469661712,0.0675795355605402,0.0665153583718023,0.0670474469661712,7891200.0,0.06957509443163867,0.06687185749411578,0.06937539114314585,0.06717210415524012,42.90287541412345,0.0005730597800698706,0.001232676210852702,-0.0006596164307828315,0.0018263273943159991,0.07482012951161057,0.06433005935166677,0.06957509443163867,15.077335137864404,-77.75747481881723,24.990857420723163,25.153099016225404,26.447308797741865,1537862400.0,-445749.9172806144,71.59454189978524,72.01898412065931,-88.88956684877034,50.8524523859691,0.2684787668480865,-4.545194183964066,0.042013406534619914,1.0000015084160652,0.9622710262719454,-3076.8197121859007,0.0,0.12500246122838599,0,0,0.0670474469661712,0.0697079002857208,0.0697079002857208,0.0697079002857208,0.072901040315628,0.072901040315628,0.0718369260430336,0.0723689571022987,0.0723689571022987,0.0744972974061966,0.0718369260430336,0.0702399909496307,0.0681116208434104,0.065983273088932,0.065983273088932,0.065983273088932,0.0670474469661712,0.0675795525312423,0.068643718957901,0.0681116208434104,0.0681116208434104,0.068643718957901,0.0681116208434104,0.0675795525312423,0.0681116208434104,0.0675795525312423,0.0675795525312423,0.0670474469661712,0.0675795525312423,0.0675795525312423,0.068643718957901,0.0702399909496307,0.0723689571022987,0.0718369260430336,0.0675795525312423,0.0614599473774433,0.061193861067295,0.0622586570680141,0.0622586570680141,0.064387060701847,0.0638549104332923,0.0617259331047534,0.0617259331047534,0.061193861067295,0.0601296983659267,0.0595976002514362,0.0585334375500679,0.0580013506114482,0.0590655207633972,0.0590655207633972,0.0585334375500679,0.0580013506114482,0.0585334375500679,0.0590655207633972,0.0580013506114482,0.0564050674438476,0.0553408861160278,0.0569371841847896,0.0585334375500679,0.0665153786540031,0.06957509443163867,0.0026906462239891975
1986-06-16,0.0670474674106192,0.0675795561672353,0.065983289897387,0.0665153786540031,9590400.0,0.06946867741644377,0.0670208546519279,0.06910300900132274,0.06714635021401515,41.23475352731599,0.00028767821070349586,0.001043676610822861,-0.0007559984001193651,0.0018086303847415603,0.07486904543529307,0.06406830939759448,0.06946867741644377,15.547634472658006,-81.41266243489407,23.675032781375908,23.56724984134836,26.881377829824775,1528272000.0,-2025541.2248836756,66.39145077067074,74.79006160329524,-94.44478494705048,44.55544934237479,0.2311813567523962,-7.407816122091093,0.05201091572095868,0.9807738305175319,1.0000019023534825,-3366.238030590327,-0.00793569831878238,0.11607478108818992,-1,0,0.0670474469661712,0.0670474469661712,0.0697079002857208,0.0697079002857208,0.0697079002857208,0.072901040315628,0.072901040315628,0.0718369260430336,0.0723689571022987,0.0723689571022987,0.0744972974061966,0.0718369260430336,0.0702399909496307,0.0681116208434104,0.065983273088932,0.065983273088932,0.065983273088932,0.0670474469661712,0.0675795525312423,0.068643718957901,0.0681116208434104,0.0681116208434104,0.068643718957901,0.0681116208434104,0.0675795525312423,0.0681116208434104,0.0675795525312423,0.0675795525312423,0.0670474469661712,0.0675795525312423,0.0675795525312423,0.068643718957901,0.0702399909496307,0.0723689571022987,0.0718369260430336,0.0675795525312423,0.0614599473774433,0.061193861067295,0.0622586570680141,0.0622586570680141,0.064387060701847,0.0638549104332923,0.0617259331047534,0.0617259331047534,0.061193861067295,0.0601296983659267,0.0595976002514362,0.0585334375500679,0.0580013506114482,0.0590655207633972,0.0590655207633972,0.0585334375500679,0.0580013506114482,0.0585334375500679,0.0590655207633972,0.0580013506114482,0.0564050674438476,0.0553408861160278,0.0569371841847896,0.0675795525312423,0.06946867741644377,0.0027703303403161833
1986-06-17,0.0670474638032543,0.0686437299872184,0.0670474638032543,0.0675795525312423,13075200.0,0.06946867741644377,0.06721241869032378,0.06895791790893413,0.06716333854018092,45.775881717393105,0.00014570164131354202,0.0008640816169209972,-0.0007183799756074552,0.0018332243038549252,0.07486904543529307,0.06406830939759448,0.06946867741644377,15.547634472658006,-50.202221014384705,22.141480855909613,25.761551396988025,24.64982634720922,1541347200.0,-3874443.01209569,61.16142730793681,75.41799424021202,-83.33439280234272,41.589721457513846,0.19450848360807915,-9.285900449831463,0.04925544984233002,0.923087779131847,1.0192308448409075,-897.5917005519977,0.015998914819004062,0.1339307664424585,1,0,0.0665153786540031,0.0670474469661712,0.0670474469661712,0.0697079002857208,0.0697079002857208,0.0697079002857208,0.072901040315628,0.072901040315628,0.0718369260430336,0.0723689571022987,0.0723689571022987,0.0744972974061966,0.0718369260430336,0.0702399909496307,0.0681116208434104,0.065983273088932,0.065983273088932,0.065983273088932,0.0670474469661712,0.0675795525312423,0.068643718957901,0.0681116208434104,0.0681116208434104,0.068643718957901,0.0681116208434104,0.0675795525312423,0.0681116208434104,0.0675795525312423,0.0675795525312423,0.0670474469661712,0.0675795525312423,0.0675795525312423,0.068643718957901,0.0702399909496307,0.0723689571022987,0.0718369260430336,0.0675795525312423,0.0614599473774433,0.061193861067295,0.0622586570680141,0.0622586570680141,0.064387060701847,0.0638549104332923,0.0617259331047534,0.0617259331047534,0.061193861067295,0.0601296983659267,0.0595976002514362,0.0585334375500679,0.0580013506114482,0.0590655207633972,0.0590655207633972,0.0585334375500679,0.0580013506114482,0.0585334375500679,0.0590655207633972,0.0580013506114482,0.0564050674438476,0.0553408861160278,0.0670474469661712,0.06946867741644377,0.0027703303403161833
1986-06-18,0.0675795355605402,0.0675795355605402,0.0659832697774334,0.0670474469661712,4348800.0,0.06946867741644377,0.06738269887864584,0.06877596829533766,0.0671587937725727,43.947175027965855,-9.641147773298275e-06,0.0006893370639821381,-0.0006989782117554364,0.0018149980307744613,0.07486904543529307,0.06406830939759448,0.06946867741644377,15.547634472658006,-75.68566814098882,20.997041427873253,24.14275091743745,27.290095961786403,1536998400.0,-3817353.4694010615,54.16094044639427,73.51745216292142,-88.88959662048501,49.222305401780886,0.15794824767475607,-7.353304993196412,0.06771026993008646,0.8163427008846965,1.1632782651705718,-1099.9386978133161,-0.007873765734466964,0.12500246122838599,-1,0,0.0675795525312423,0.0665153786540031,0.0670474469661712,0.0670474469661712,0.0697079002857208,0.0697079002857208,0.0697079002857208,0.072901040315628,0.072901040315628,0.0718369260430336,0.0723689571022987,0.0723689571022987,0.0744972974061966,0.0718369260430336,0.0702399909496307,0.0681116208434104,0.065983273088932,0.065983273088932,0.065983273088932,0.0670474469661712,0.0675795525312423,0.068643718957901,0.0681116208434104,0.0681116208434104,0.068643718957901,0.0681116208434104,0.0675795525312423,0.0681116208434104,0.0675795525312423,0.0675795525312423,0.0670474469661712,0.0675795525312423,0.0675795525312423,0.068643718957901,0.0702399909496307,0.0723689571022987,0.0718369260430336,0.0675795525312423,0.0614599473774433,0.061193861067295,0.0622586570680141,0.0622586570680141,0.064387060701847,0.0638549104332923,0.0617259331047534,0.0617259331047534,0.061193861067295,0.0601296983659267,0.0595976002514362,0.0585334375500679,0.0580013506114482,0.0590655207633972,0.0590655207633972,0.0585334375500679,0.0580013506114482,0.0585334375500679,0.0590655207633972,0.0580013506114482,0.0564050674438476,0.0665153786540031,0.06946867741644377,0.0027703303403161833
1986-06-19,0.0670474674106192,0.0675795561672353,0.065983289897387,0.0665153786540031,8467200.0,0.06949528269469733,0.06752105444669718,0.068560674043782,0.0671335618071386,42.134582011516116,-0.00017368278637298895,0.0005167330939111126,-0.0006904158802841016,0.0017981725107032178,0.07483156692873937,0.0641589984606553,0.06949528269469733,15.357255995302843,-81.41271475691084,19.93433479878869,22.6126232680733,25.560402297514283,1528531200.0,-4345002.886534929,46.57446100386573,69.03749462152224,-93.7502202504717,44.21090082822929,0.12122382093642044,-8.088521215002645,0.0902470557846726,0.7111153490189956,1.3111025574981863,-1586.3944285242255,-0.00793569831878238,0.11607478108818992,-1,0,0.0670474469661712,0.0675795525312423,0.0665153786540031,0.0670474469661712,0.0670474469661712,0.0697079002857208,0.0697079002857208,0.0697079002857208,0.072901040315628,0.072901040315628,0.0718369260430336,0.0723689571022987,0.0723689571022987,0.0744972974061966,0.0718369260430336,0.0702399909496307,0.0681116208434104,0.065983273088932,0.065983273088932,0.065983273088932,0.0670474469661712,0.0675795525312423,0.068643718957901,0.0681116208434104,0.0681116208434104,0.068643718957901,0.0681116208434104,0.0675795525312423,0.0681116208434104,0.0675795525312423,0.0675795525312423,0.0670474469661712,0.0675795525312423,0.0675795525312423,0.068643718957901,0.0702399909496307,0.0723689571022987,0.0718369260430336,0.0675795525312423,0.0614599473774433,0.061193861067295,0.0622586570680141,0.0622586570680141,0.064387060701847,0.0638549104332923,0.0617259331047534,0.0617259331047534,0.061193861067295,0.0601296983659267,0.0595976002514362,0.0585334375500679,0.0580013506114482,0.0590655207633972,0.0590655207633972,0.0585334375500679,0.0580013506114482,0.0585334375500679,0.0590655207633972,0.0580013506114482,0.0667814090847969,0.06949528269469733,0.0027374560523502193
